CASENUM,VEH_NO,PER_NO,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,NMIMPAIR,PSUSTRAT,WEIGHT
201800915652,0,1,4,56,210,210,1,2,0,20,34.194551568
201800915798,0,1,3,35,2792,35,1,2,0,13,40.277704227
201800916143,0,1,3,48,87,48,1,2,99,12,30.018111049
201800916592,0,1,3,17,1052,17,1,2,0,15,30.026404117
201800916599,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800916640,0,1,4,64,308,64,1,2,0,23,35.645192619
201800916679,0,1,3,65,2857,65,1,2,9,13,31.230780603
201800916799,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800917023,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800917164,0,1,1,72,1736,72,1,2,99,1,31.388232717
201800917302,0,1,4,46,336,46,1,2,98,22,32.839231129
201800917331,0,1,1,13,1207,13,1,2,0,3,32.071875572
201800917365,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800917448,0,1,4,46,336,46,1,2,98,22,32.839231129
201800917682,0,1,1,81,3139,81,2,2,98,4,30.389224149
201800917957,0,1,3,75,1230,75,2,2,0,19,29.133297861
201800918208,0,1,3,40,3106,40,1,2,0,15,30.104847399
201800918405,0,1,3,33,1482,33,1,5,0,11,28.567697399
201800918716,0,1,3,33,1484,33,1,2,0,11,29.911863378
201800918836,0,1,1,80,1803,80,1,2,0,2,31.688442341
201800918860,0,1,3,83,2810,83,1,2,0,13,30.224298691
201800918890,0,1,1,34,1678,34,1,2,0,1,31.699880813
201800919056,0,1,1,34,1678,34,1,2,0,1,31.699880813
201800919110,0,1,3,38,578,38,1,2,98,14,29.465141091
201800919214,0,1,3,17,1053,17,1,2,98,15,30.026404117
201800919359,0,1,1,34,1692,34,1,2,0,1,31.699880813
201800919477,0,1,3,35,2792,35,1,2,9,13,42.132949469
201800919503,0,1,4,56,205,205,1,2,0,20,34.194551568
201800919570,0,1,4,56,205,205,1,2,0,20,34.194551568
201800919844,0,1,4,64,305,64,1,2,0,23,35.645192619
201800919859,0,1,4,49,261,49,1,2,0,21,37.402434262
201800920163,0,1,4,46,369,46,1,2,0,22,41.368530183
201800920248,0,1,1,34,1684,34,1,2,0,1,31.699880813
201800920304,0,1,1,34,1684,34,1,2,0,1,31.699880813
201800920534,0,1,1,34,1695,34,1,2,0,1,31.699880813
201800920588,0,1,1,80,1800,80,1,2,98,2,31.688442341
201800920671,0,1,1,80,1800,80,1,2,0,2,31.688442341
201800920732,0,1,1,34,1693,34,1,2,98,1,31.699880813
201800920756,0,1,3,17,1053,17,1,2,0,15,31.409460685
201800920772,0,1,1,34,1693,34,1,2,0,1,31.699880813
201800921058,0,1,1,66,1764,66,1,2,0,1,31.210065827
201800921184,0,1,3,51,1114,51,1,2,0,10,29.856290986
201800921200,0,1,3,51,1098,51,1,2,0,10,29.856290986
201800921261,0,1,4,56,206,206,1,2,0,20,34.194551568
201800921278,0,1,4,56,206,206,1,2,0,20,34.194551568
201800921283,0,1,4,56,206,206,1,2,99,20,34.194551568
201800921326,0,1,3,75,4113,75,2,2,0,19,29.133297861
201800921340,0,1,4,56,206,206,1,2,0,20,34.194551568
201800921741,0,1,4,49,260,49,1,2,0,21,37.402434262
201800921800,0,1,3,33,1484,33,1,2,0,11,29.911863378
201800921800,0,2,3,33,1484,33,1,2,98,11,29.911863378
201800921800,0,3,3,33,1484,33,1,2,98,11,29.911863378
201800921832,0,1,4,41,163,41,1,2,0,22,32.443859191
201800921832,0,2,4,41,163,41,1,2,0,22,32.443859191
201800921832,0,3,4,41,163,41,1,2,0,22,32.443859191
201800921832,0,4,4,41,163,41,1,2,0,22,32.443859191
201800921905,0,1,4,46,362,46,1,2,98,22,32.83923113
201800922050,0,1,1,80,1800,80,1,2,0,2,29.897996286
201800922053,0,1,2,27,893,27,1,2,0,6,29.160218226
201800922091,0,1,2,27,896,27,1,2,98,6,31.292806684
201800922110,0,1,1,66,1766,66,1,2,0,1,31.210065828
201800922161,0,1,1,66,1750,66,1,2,0,1,31.210065828
201800922170,0,1,3,83,2810,83,1,2,0,13,31.61647055
201800922206,0,1,1,66,1750,66,1,2,0,1,31.210065828
201800922287,0,1,1,66,1750,66,1,2,98,1,31.210065828
201800922351,0,1,2,25,2087,25,1,2,9,8,29.292208036
201800922432,0,1,3,55,1075,55,2,2,9,17,30.00780296
201800922540,0,1,1,66,1757,66,1,2,0,1,31.210065828
201800922623,0,1,1,80,1800,80,1,2,0,2,31.688442341
201800922746,0,1,1,66,1762,66,1,2,0,1,31.210065828
201800923017,0,1,1,13,1208,13,1,2,0,3,32.071875573
201800923041,0,1,4,60,245,60,1,2,0,21,37.526764812
201800923089,0,1,2,67,1919,67,1,2,98,8,29.355432268
201800923352,0,1,4,56,206,206,1,2,0,20,34.194551568
201800923829,0,1,1,57,2582,57,1,2,0,3,31.794775091
201800924077,0,1,4,68,297,68,1,2,98,23,34.195372111
201800924094,0,1,2,45,1283,45,2,2,0,9,40.820012626
201800924123,0,1,1,50,1645,50,2,2,99,4,30.511115748
201800924190,0,1,3,33,1484,33,1,2,0,11,29.911863378
201800924286,0,1,1,50,1646,50,2,2,0,4,30.51111575
201800924373,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800924399,0,1,1,80,1800,80,1,2,0,2,31.688442341
201800924473,0,1,4,44,388,44,2,2,98,25,29.541886341
201800924572,0,1,4,44,388,44,2,2,98,25,29.541886341
201800925036,0,1,4,49,4015,49,1,2,0,21,37.402434262
201800925223,0,1,4,41,161,41,1,2,0,22,32.443859191
201800925355,0,1,3,35,2793,35,1,2,0,13,29.692967965
201800925644,0,1,3,48,91,48,1,2,99,12,31.400785627
201800926024,0,1,3,70,136,70,2,2,0,16,30.234815932
201800926237,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800926329,0,1,3,40,3106,40,1,2,98,15,30.104847399
201800926537,0,1,2,29,972,29,1,2,98,7,37.630098819
201800926543,0,1,2,29,972,29,1,2,98,7,37.630098819
201800926559,0,1,2,29,966,29,1,2,98,7,29.900148782
201800926662,0,1,1,31,1710,31,1,2,0,2,31.121813653
201800926844,0,1,2,67,1921,67,1,2,96,8,29.355432267
201800927005,0,1,1,31,1710,31,1,2,0,2,31.121813653
201800927015,0,1,1,31,1710,31,1,2,0,2,31.121813653
201800927445,0,1,4,24,170,24,2,2,99,24,28.682796385
201800927584,0,1,4,24,170,24,2,2,0,24,28.682796385
201800927737,0,1,4,41,161,41,1,2,0,22,32.443859191
201800927924,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800928067,0,1,2,77,641,77,2,2,0,9,74.492596591
201800928528,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800928564,0,1,1,31,1714,31,1,2,0,2,31.121813652
201800928585,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800928946,0,1,4,41,159,41,1,2,0,22,32.443859191
201800929264,0,1,3,17,1053,17,1,2,9,15,30.026404117
201800929275,0,1,1,72,1723,72,1,2,99,1,31.388232717
201800929561,0,1,3,38,573,38,1,2,98,14,29.465141091
201800929612,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800930057,0,1,4,56,210,210,1,2,0,20,34.194551568
201800930272,0,1,1,31,1709,31,1,2,99,2,31.121813653
201800930285,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800930520,0,1,4,56,206,206,1,2,0,20,34.194551568
201800930581,0,1,1,31,1709,31,1,2,0,2,31.121813653
201800930685,0,1,1,31,1709,31,1,2,0,2,31.121813653
201800930942,0,1,4,46,362,46,1,2,9,22,32.83923113
201800930966,0,1,2,67,1933,67,1,2,0,8,32.305074218
201800931021,0,1,2,67,1930,67,1,2,0,8,30.133770248
201800931052,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800931622,0,1,3,82,2152,82,2,2,0,19,27.968941776
201800931681,0,1,4,60,256,60,1,2,0,21,37.526764813
201800931728,0,1,4,60,256,60,1,2,0,21,37.526764813
201800931868,0,1,3,30,3296,30,1,2,0,14,31.164931493
201800931900,0,1,4,64,305,64,1,2,0,23,35.645192619
201800932061,0,1,4,68,295,68,1,2,0,23,34.195372112
201800932281,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800932289,0,1,4,49,260,49,1,2,0,21,37.402434262
201800932353,0,1,4,49,260,49,1,2,0,21,37.402434262
201800932417,0,1,3,83,2810,83,1,2,98,13,30.224298691
201800932435,0,1,3,33,1484,33,1,2,0,11,29.911863378
201800932639,0,1,4,46,338,46,1,2,98,22,67.142861453
201800932887,0,1,2,26,721,26,2,2,9,9,43.80319097
201800933106,0,1,3,51,1098,51,1,2,0,10,29.856290986
201800933334,0,1,3,33,1460,33,1,2,0,11,29.911863378
201800933488,0,1,4,44,334,44,2,2,98,25,39.210140052
201800933646,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800934161,0,1,3,12,455,12,1,2,98,12,30.533348976
201800934182,0,1,3,12,455,12,1,2,98,12,30.533348976
201800934275,0,1,3,12,456,12,1,2,98,12,30.533348976
201800934398,0,1,3,12,457,12,1,2,98,12,30.533348976
201800934460,0,1,3,12,458,12,1,2,98,12,30.533348976
201800934465,0,1,3,12,460,12,1,2,98,12,30.533348976
201800934863,0,1,3,59,504,59,1,2,98,10,30.337788332
201800934965,0,1,3,59,503,59,1,2,98,10,30.337788331
201800935132,0,1,3,28,437,28,1,2,98,11,30.401689624
201800935328,0,1,3,28,432,28,1,2,98,11,30.401689625
201800935624,0,1,4,10,314,10,1,2,0,21,37.181173575
201800935731,0,1,1,76,2286,76,1,2,0,2,31.925903258
201800936047,0,1,3,78,464,78,1,2,98,10,29.86237855
201800936876,0,1,3,59,504,59,1,9,98,10,171.74742404
201800937466,0,1,3,28,441,28,1,2,98,11,30.401689625
201800937767,0,1,4,60,232,60,1,2,99,21,37.526764813
201800937796,0,1,4,60,232,60,1,2,0,21,37.526764813
201800937896,0,1,1,61,1570,61,1,2,0,1,44.12909136
201800937898,0,1,1,61,1570,61,1,2,0,1,44.12909136
201800938459,0,1,1,61,1571,61,1,2,0,1,37.40029817
201800938633,0,1,1,61,1571,61,1,2,0,1,37.40029817
201800938642,0,1,1,61,1571,61,1,2,9,1,37.40029817
201800938651,0,1,1,61,1571,61,1,2,0,1,37.40029817
201800939019,0,1,1,61,1573,61,1,2,0,1,42.023736282
201800939092,0,1,1,61,1568,61,1,2,0,1,31.192948281
201800939317,0,1,1,61,1568,61,1,2,0,1,31.192948281
201800939434,0,1,4,60,234,60,1,2,0,21,37.526764813
201800939437,0,1,1,50,1646,50,2,2,0,4,30.51111575
201800939439,0,1,4,10,329,10,1,2,0,21,37.181173577
201800939968,0,1,3,12,455,12,1,2,98,12,30.533348976
201800940910,0,1,3,59,500,59,1,2,98,10,30.337788331
201800941163,0,1,3,78,466,78,1,2,98,10,29.862378551
201800941322,0,1,3,12,455,12,1,2,98,12,30.533348976
201800941603,0,1,3,12,457,12,1,2,98,12,30.533348976
201800942417,0,1,3,59,504,59,1,2,98,10,30.337788332
201800943090,0,1,3,28,4093,28,1,2,98,11,30.401689624
201800943090,0,2,3,28,4093,28,1,2,98,11,30.401689624
201800943090,0,3,3,28,4093,28,1,2,98,11,30.401689624
201800943122,0,1,3,78,453,78,1,2,98,10,29.862378551
201800943122,0,2,3,78,453,78,1,2,98,10,29.862378551
201800945195,0,1,4,41,161,41,1,2,98,22,32.443859191
201800947280,0,1,3,59,505,59,1,2,98,10,30.337788331
201800947845,0,1,3,59,504,59,1,2,98,10,30.337788332
201800948053,0,1,3,59,479,59,1,2,98,10,30.337788331
201800948222,0,1,3,28,432,28,1,2,98,11,30.401689625
201800949643,0,1,3,28,440,28,1,2,98,11,30.401689625
201800950412,0,1,3,12,457,12,1,2,98,12,30.533348976
201800950472,0,1,3,12,457,12,1,2,98,12,30.533348976
201800950542,0,1,4,37,3200,37,2,2,0,24,28.498405238
201800950806,0,1,3,59,505,59,1,2,98,10,30.337788331
201800951164,0,1,3,28,441,28,1,2,98,11,30.401689625
201800951384,0,1,1,34,1678,34,1,2,0,1,31.699880813
201800951591,0,1,4,46,336,46,1,2,98,22,32.839231129
201800951603,0,1,1,34,1688,34,1,2,0,1,31.699880814
201800951719,0,1,1,34,1688,34,1,2,0,1,31.699880814
201800951746,0,1,1,34,1692,34,1,2,0,1,31.699880813
201800951756,0,1,1,34,1692,34,1,2,0,1,31.699880813
201800951847,0,1,1,80,1800,80,1,2,9,2,31.688442341
201800952010,0,1,1,57,2586,57,1,2,0,3,47.210548912
201800952126,0,1,4,46,336,46,1,2,98,22,32.839231129
201800952153,0,1,1,34,1692,34,1,2,0,1,31.699880813
201800952171,0,1,4,46,336,46,1,2,98,22,32.839231129
201800952205,0,1,1,34,1684,34,1,2,0,1,31.699880813
201800952462,0,1,1,34,1684,34,1,2,0,1,31.699880813
201800952541,0,1,1,34,1684,34,1,2,0,1,31.699880813
201800952701,0,1,4,56,206,206,1,2,99,20,34.194551568
201800952701,0,2,4,56,206,206,1,2,99,20,34.194551568
201800952805,0,1,4,49,261,49,1,2,0,21,37.402434262
201800952919,0,1,3,12,455,12,1,2,98,12,31.939756106
201800953231,0,1,3,59,500,59,1,2,98,10,30.337788331
201800953272,0,1,3,28,441,28,1,2,98,11,30.401689625
201800953820,0,1,3,82,2168,82,2,2,99,19,37.573194562
201800953950,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800953973,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800953991,0,1,1,80,1800,80,1,2,0,2,31.688442341
201800954054,0,1,1,34,1695,34,1,2,0,1,31.699880813
201800954089,0,1,1,34,1695,34,1,10,0,1,245.04928243
201800954092,0,1,3,33,1484,33,1,2,99,11,29.911863378
201800954158,0,1,2,27,893,27,1,2,0,6,29.160218226
201800954239,0,1,1,34,1693,34,1,2,0,1,31.699880813
201800954297,0,1,2,27,896,27,1,2,0,6,31.292806684
201800954370,0,1,1,66,1764,66,1,2,0,1,31.210065827
201800954371,0,1,4,41,159,41,1,2,98,22,32.443859191
201800954371,0,2,4,41,159,41,1,2,98,22,32.443859191
201800954702,0,1,1,76,2286,76,1,2,0,2,31.925903258
201800954762,0,1,1,66,1766,66,1,3,0,1,32.269675716
201800954791,0,1,1,66,1766,66,1,2,0,1,31.210065828
201800954832,0,1,1,80,1800,80,1,2,99,2,31.688442341
201800954876,0,1,1,66,1766,66,1,2,0,1,31.210065828
201800954964,0,1,1,66,1750,66,1,2,0,1,31.210065828
201800955078,0,1,3,32,2800,32,2,2,0,17,52.757379442
201800955175,0,1,4,49,262,49,1,2,0,21,37.402434262
201800955256,0,1,3,78,466,78,1,2,98,10,29.862378551
201800955425,0,1,3,75,1230,75,2,2,0,19,29.133297861
201800955768,0,1,3,28,437,28,1,2,98,11,30.401689624
201800955840,0,1,3,28,441,28,1,2,98,11,30.401689625
201800956024,0,1,3,28,441,28,1,2,98,11,30.401689625
201800956084,0,1,3,28,441,28,1,2,98,11,30.401689625
201800956357,0,1,3,78,453,78,1,2,98,10,29.862378551
201800956381,0,1,1,66,1750,66,1,2,0,1,31.210065828
201800956458,0,1,1,66,1757,66,1,2,0,1,31.210065828
201800956617,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800956698,0,1,4,46,337,46,1,2,98,22,32.839231129
201800956913,0,1,1,57,2586,57,1,2,0,3,50.037759816
201800957011,0,1,1,31,1714,31,1,2,0,2,31.121813652
201800957122,0,1,1,66,1757,66,1,2,0,1,31.210065828
201800957221,0,1,3,83,2811,83,1,2,0,13,30.224298691
201800957435,0,1,4,41,160,41,1,2,0,22,32.443859191
201800957486,0,1,1,66,1762,66,1,2,98,1,31.210065828
201800957506,0,1,1,66,1763,66,1,2,0,1,31.210065828
201800957703,0,1,3,51,1098,51,1,2,0,10,29.856290986
201800957718,0,1,3,51,1078,51,1,2,0,10,29.856290986
201800957744,0,1,1,66,1763,66,1,2,98,1,31.210065828
201800957765,0,1,1,66,1763,66,1,2,98,1,31.210065828
201800958028,0,1,3,12,457,12,1,2,98,12,30.533348976
201800958343,0,1,3,59,504,59,1,2,98,10,30.337788332
201800958605,0,1,3,28,437,28,1,2,98,11,30.401689624
201800958873,0,1,3,28,437,28,1,2,98,11,30.401689624
201800959189,0,1,3,28,448,28,1,2,98,11,30.401689624
201800959432,0,1,4,49,260,49,1,2,0,21,37.402434262
201800959733,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800959775,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800959815,0,1,1,31,1709,31,1,2,98,2,31.121813653
201800959843,0,1,3,83,2810,83,1,2,98,13,30.224298691
201800959899,0,1,4,41,162,41,1,2,10,22,41.952670566
201800960045,0,1,4,49,268,49,1,2,0,21,37.402434262
201800960075,0,1,2,27,896,27,1,2,98,6,30.307880439
201800960133,0,1,1,76,2364,76,1,2,0,2,207.4272887
201800960240,0,1,1,81,3119,81,2,2,98,4,30.389224148
201800960317,0,1,4,56,206,206,1,2,0,20,34.194551568
201800961335,0,1,3,28,441,28,1,2,98,11,30.401689625
201800961605,0,1,3,28,441,28,1,9,98,11,171.46208846
201800961672,0,1,4,56,210,210,1,2,0,20,34.194551568
201800961861,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800961863,0,1,1,31,1709,31,1,2,0,2,31.121813653
201800962066,0,1,4,41,165,41,1,2,0,22,32.443859191
201800962384,0,1,1,22,1262,22,2,2,0,5,125.3855957
201800962446,0,1,4,64,307,64,1,2,0,23,35.645192619
201800962563,0,1,4,49,4015,49,1,2,0,21,37.402434262
201800962753,0,1,3,12,457,12,1,2,98,12,30.533348976
201800963305,0,1,3,28,441,28,1,2,98,11,30.401689625
201800963481,0,1,3,28,441,28,1,2,98,11,30.401689625
201800963556,0,1,3,28,441,28,1,2,98,11,30.401689625
201800964235,0,1,3,12,455,12,1,2,98,12,30.533348976
201800965299,0,1,3,48,87,48,1,2,0,12,30.018111049
201800965464,0,1,3,70,138,70,2,2,0,16,30.234815932
201800966188,0,1,3,28,437,28,1,2,98,11,30.401689624
201800966280,0,1,3,65,2881,65,1,2,0,13,31.230780602
201800966368,0,1,2,25,2018,25,1,2,0,8,29.292208036
201800966615,0,1,2,58,3246,58,1,2,0,6,28.40778437
201800966712,0,1,2,58,3248,58,1,2,0,6,28.407784371
201800966768,0,1,2,58,3248,58,1,2,0,6,28.407784371
201800966811,0,1,2,58,3248,58,1,2,96,6,28.407784371
201800966827,0,1,2,58,3248,58,1,2,0,6,28.407784371
201800966866,0,1,2,58,3248,58,1,2,0,6,28.407784371
201800966988,0,1,2,58,3248,58,1,2,0,6,28.407784371
201800967016,0,1,2,58,3248,58,1,2,98,6,28.407784371
201800967069,0,1,2,58,3248,58,1,2,0,6,28.407784371
201800967244,0,1,1,22,1247,22,2,2,0,5,30.602220754
201800967395,0,1,3,33,1484,33,1,2,0,11,29.911863378
201800967439,0,1,3,54,526,54,1,2,0,14,47.644614092
201800967463,0,1,4,46,369,46,1,2,98,22,41.368530183
201800967546,0,1,4,41,162,41,1,2,0,22,32.443859191
201800967626,0,1,4,49,260,49,1,2,0,21,37.402434262
201800967651,0,1,4,49,260,49,1,2,0,21,37.402434262
201800967855,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800968064,0,1,2,67,1919,67,1,3,0,8,27.692306491
201800968158,0,1,3,62,618,62,2,2,0,18,28.149147399
201800968222,0,1,4,46,336,46,1,3,0,22,29.709605605
201800968235,0,1,4,46,336,46,1,2,0,22,32.839231129
201800968299,0,1,4,46,336,46,1,2,0,22,32.839231129
201800968488,0,1,3,40,3106,40,1,2,99,15,30.104847399
201800968987,0,1,4,46,336,46,1,10,98,22,256.85059119
201800969018,0,1,4,46,336,46,1,2,98,22,32.839231129
201800969062,0,1,4,46,336,46,1,2,98,22,32.839231129
201800969180,0,1,4,46,336,46,1,2,0,22,32.839231129
201800969217,0,1,4,46,336,46,1,2,0,22,32.839231129
201800969248,0,1,4,46,336,46,1,2,98,22,32.839231129
201800969942,0,1,1,76,2286,76,1,2,0,2,31.925903258
201800970058,0,1,4,41,159,41,1,2,0,22,32.443859191
201800970137,0,1,4,41,159,41,1,2,0,22,32.443859191
201800970292,0,1,3,63,2907,63,2,2,0,16,30.363634905
201800970319,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800970527,0,1,4,44,386,44,2,2,98,25,29.541886341
201800970760,0,1,3,12,455,12,1,2,98,12,30.533348976
201800970865,0,1,3,59,506,59,1,2,98,10,30.337788331
201800970865,0,2,3,59,506,59,1,2,98,10,30.337788331
201800971010,0,1,4,68,295,68,1,2,0,23,34.195372112
201800971040,0,1,3,28,432,28,1,2,98,11,30.401689625
201800971302,0,1,3,65,2851,65,1,2,0,13,31.230780603
201800971488,0,1,3,83,2810,83,1,2,98,13,30.224298691
201800971499,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800971665,0,1,3,83,2810,83,1,2,98,13,30.224298691
201800971931,0,1,3,33,1484,33,1,2,0,11,29.911863378
201800971960,0,1,3,32,2782,32,2,2,0,17,55.845048031
201800972048,0,1,2,67,1919,67,1,2,96,8,29.355432268
201800972184,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800972292,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800972465,0,1,4,56,206,206,1,2,0,20,34.194551568
201800972508,0,1,4,56,206,206,1,2,0,20,34.194551568
201800972580,0,1,4,49,261,49,1,2,99,21,37.402434262
201800972965,0,1,2,77,641,77,2,2,0,9,74.492596591
201800973641,0,1,3,28,441,28,1,2,98,11,30.401689625
201800973783,0,1,4,56,214,214,1,2,0,20,34.194551567
201800973920,0,1,3,65,2851,65,1,2,0,13,31.230780603
201800974212,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800974251,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800974532,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800974609,0,1,2,25,2091,25,1,2,98,8,64.715355565
201800974647,0,1,3,65,2851,65,1,2,0,13,31.230780603
201800975131,0,1,3,12,455,12,1,2,98,12,30.533348976
201800975212,0,1,3,12,457,12,1,2,98,12,30.533348976
201800975515,0,1,3,59,505,59,1,2,98,10,30.337788331
201800975821,0,1,3,28,437,28,1,2,98,11,30.401689624
201800976200,0,1,4,24,170,24,2,2,0,24,28.682796385
201800976533,0,1,2,67,1930,67,1,2,0,8,30.133770248
201800976554,0,1,4,60,232,60,1,2,0,21,37.526764813
201800976642,0,1,4,68,4056,68,1,2,0,23,34.195372111
201800976642,0,2,4,68,4056,68,1,2,0,23,34.195372111
201800976667,0,1,4,68,4056,68,1,2,99,23,44.217525807
201800976705,0,1,4,68,4056,68,1,2,99,23,34.195372111
201800976751,0,1,1,72,1736,72,1,2,99,1,31.388232717
201800976792,0,1,1,72,1736,72,1,2,0,1,31.388232717
201800977326,0,1,3,12,455,12,1,2,98,12,30.533348976
201800977422,0,1,3,75,1230,75,2,2,0,19,29.133297861
201800977426,0,1,3,75,1230,75,2,2,0,19,29.133297861
201800977685,0,1,3,59,504,59,1,2,98,10,30.337788332
201800977986,0,1,3,28,437,28,1,2,98,11,30.401689624
201800978283,0,1,3,78,454,78,1,2,98,10,29.862378551
201800978466,0,1,3,48,87,48,1,2,99,12,31.400785627
201800978864,0,1,3,30,3294,30,1,2,0,14,31.164931494
201800979131,0,1,3,12,455,12,1,2,98,12,30.533348976
201800979258,0,1,3,12,456,12,1,2,98,12,30.533348976
201800979265,0,1,3,12,457,12,1,2,98,12,30.533348976
201800979305,0,1,3,12,457,12,1,2,0,12,30.533348976
201800979963,0,1,3,28,448,28,1,2,98,11,30.401689624
201800980127,0,1,4,64,308,64,1,2,0,23,35.645192619
201800980146,0,1,1,34,1678,34,1,2,0,1,31.699880813
201800980170,0,1,1,34,1678,34,1,2,0,1,31.699880813
201800980205,0,1,1,34,1688,34,1,2,0,1,31.699880814
201800980211,0,1,4,46,336,46,1,2,0,22,32.839231129
201800980262,0,1,3,65,2851,65,1,2,9,13,31.230780603
201800980263,0,1,1,34,1688,34,1,2,0,1,31.699880814
201800980385,0,1,1,34,1692,34,1,2,0,1,31.699880813
201800980456,0,1,1,34,1692,34,1,2,0,1,31.699880813
201800980859,0,1,4,46,338,46,1,2,98,22,67.142861453
201800980870,0,1,4,46,338,46,1,2,98,22,67.142861453
201800980896,0,1,4,46,338,46,1,2,98,22,67.142861453
201800980974,0,1,2,67,1933,67,1,2,0,8,32.305074218
201800980983,0,1,4,46,336,46,1,2,98,22,32.839231129
201800981014,0,1,2,67,1933,67,1,2,0,8,32.305074218
201800981032,0,1,4,46,336,46,1,2,98,22,32.839231129
201800981178,0,1,1,34,1684,34,1,2,0,1,31.699880813
201800981295,0,1,3,55,1075,55,2,2,0,17,30.00780296
201800981318,0,1,4,56,205,205,1,2,0,20,34.194551568
201800981436,0,1,4,49,261,49,1,2,0,21,37.402434262
201800981526,0,1,3,78,466,78,1,2,98,10,29.862378551
201800981961,0,1,3,59,500,59,1,2,98,10,30.337788331
201800981961,0,2,3,59,500,59,1,2,98,10,30.337788331
201800981961,0,3,3,59,500,59,1,2,98,10,30.337788331
201800982000,0,1,4,68,295,68,1,2,99,23,44.217525808
201800982306,0,1,1,34,1684,34,1,2,0,1,31.699880813
201800982349,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800982364,0,1,1,34,1695,34,1,2,0,1,31.699880813
201800982439,0,1,1,34,1695,34,1,6,0,1,70.563045964
201800982526,0,1,3,17,1053,17,1,2,9,15,30.026404117
201800982532,0,1,2,47,2034,47,2,2,0,9,37.16770997
201800982664,0,1,4,44,388,44,2,2,98,25,29.541886341
201800982781,0,1,4,49,260,49,1,2,0,21,37.402434262
201800982889,0,1,2,47,2034,47,2,2,0,9,37.16770997
201800983275,0,1,4,44,388,44,2,2,98,25,29.541886341
201800983276,0,1,1,66,1764,66,1,2,0,1,31.210065827
201800983330,0,1,4,44,388,44,2,2,98,25,29.541886341
201800983475,0,1,4,56,205,205,1,2,0,20,34.194551568
201800983525,0,1,4,56,205,205,1,2,99,20,44.216464776
201800983581,0,1,3,51,1098,51,1,2,0,10,29.856290986
201800983646,0,1,4,41,161,41,1,2,0,22,41.952670567
201800984533,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800984581,0,1,2,47,2034,47,2,2,0,9,37.16770997
201800984653,0,1,2,47,2034,47,2,2,8,9,37.16770997
201800985324,0,1,4,10,329,10,1,2,0,21,37.181173577
201800985561,0,1,3,40,3076,40,1,2,0,15,30.104847399
201800985997,0,1,3,40,3106,40,1,2,0,15,30.104847399
201800986443,0,1,3,82,2152,82,2,2,9,19,27.968941776
201800986476,0,1,4,56,206,206,1,2,0,20,34.194551568
201800986516,0,1,4,56,206,206,1,2,0,20,34.194551568
201800986532,0,1,4,56,206,206,1,2,0,20,34.194551568
201800986538,0,1,4,64,305,64,1,2,0,23,46.092267088
201800986648,0,1,3,12,455,12,1,2,98,12,30.533348976
201800986717,0,1,3,12,456,12,1,2,98,12,30.533348976
201800986881,0,1,2,14,2755,14,2,2,98,9,199.55129471
201800987799,0,1,2,47,2034,47,2,2,0,9,37.16770997
201800987872,0,1,2,25,2092,25,1,2,0,8,77.539562912
201800987940,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800987945,0,1,3,38,509,38,1,2,0,14,29.46514109
201800987952,0,1,3,83,2810,83,1,2,0,13,30.224298691
201800988020,0,1,3,40,3076,40,1,2,0,15,30.104847399
201800988129,0,1,3,40,3106,40,1,2,0,15,30.104847399
201800988375,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800988425,0,1,3,33,1472,33,1,10,0,11,239.51086568
201800988623,0,1,3,38,568,38,1,2,0,14,29.465141091
201800988694,0,1,4,41,159,41,1,2,0,22,32.443859191
201800988722,0,1,3,51,1098,51,1,2,0,10,29.856290986
